path,binary_label,stratify_label,split
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/11570.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/12837.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/16701.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/11353.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/14537.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/16594.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/12291.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/14830.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11459.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/15250.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/16003.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/10442.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/13536.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/12436.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/12737.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/14430.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/11650.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/15962.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/10747.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/15224.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/14504.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/10290.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/13056.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/15761.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/15220.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/11381.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/14372.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/12225.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/13191.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/15198.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/16291.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/11491.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/12860.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/15033.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/13147.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/10325.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/15430.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/15743.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/15095.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/13396.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/10517.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/15175.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/13013.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/10058.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/10956.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/16743.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/12753.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/13204.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/14328.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/16634.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/12165.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/16312.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/11617.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/10310.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/13899.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/12204.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/13969.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/13572.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/14978.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/10068.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/14125.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/11490.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/11438.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11164.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/10184.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/14139.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/14080.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/14803.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/10171.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/14229.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/13486.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/13883.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/12650.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/10843.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/14312.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/13874.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/15751.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11278.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/10463.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/11516.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/15011.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/15477.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/16181.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/11744.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/12871.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/15613.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/14623.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/13145.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/11998.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/13989.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/11771.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/11685.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/10972.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/15893.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/10868.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/16445.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/13725.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/13262.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/12989.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/15975.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/11501.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/14489.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/13606.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/14952.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/10594.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/16217.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/10503.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11373.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/15924.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/14869.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/12090.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/10182.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/14009.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/10357.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/13702.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/15892.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/11413.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11422.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/10063.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/10363.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/16496.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/14681.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/14475.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/16744.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/15199.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/15869.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/16339.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/16510.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/16777.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/16752.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/10949.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/12874.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/16574.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/11733.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/13829.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/10019.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/15940.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11972.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/13467.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/12173.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/15598.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/17011.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/12722.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/10799.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/12285.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/10037.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/12304.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/16089.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/10120.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/12299.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/12817.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/14753.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11711.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11342.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11540.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/10761.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/15611.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/15509.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/12696.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/12105.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/12257.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/13523.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11304.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/12439.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/12272.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/16734.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/15091.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/15364.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/14311.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/14615.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/14993.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/14568.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/12500.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/12614.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/12710.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/11432.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/11302.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/14038.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/16459.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/13421.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/16550.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/16707.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/11789.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/15910.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/11142.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/15093.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/14303.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/12736.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/12448.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/12229.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/12362.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/16155.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/15331.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/16146.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/11134.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/12046.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/14524.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/11156.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/11656.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/16920.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/10561.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/13402.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/16873.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/15733.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/10512.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/12539.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/13693.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/15136.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/12519.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/13155.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/14516.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/11860.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/10525.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/15470.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/15183.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/14108.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/16362.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/16942.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/13482.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/16677.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/12803.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11670.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/13997.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/12850.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/14121.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/15941.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/11249.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/11727.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/13167.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/10962.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/15835.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/13264.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/13162.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/11756.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/15011.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/15895.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/15166.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/13902.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/10326.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/14006.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/14704.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/13514.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/11973.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/17018.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/16327.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/13125.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/11952.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/12084.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/PNG/15501.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Normal/PNG/16990.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/13562.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11519.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/16029.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/PNG/16295.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/14652.png,0,Normal,train
Brain_Stroke_CT_Dataset/Normal/PNG/11932.png,0,Normal,train
Brain_Stroke_CT_Dataset/Ischemia/OVERLAY/10105.png,1,Ischemia,train
Brain_Stroke_CT_Dataset/Normal/PNG/14032.png,0,Normal,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/15455.png,1,Bleeding,train
Brain_Stroke_CT_Dataset/Bleeding/OVERLAY/13220.png,1,Bleeding,train
